gene_name	gene_type
Muc5ac	protein_coding
Muc5b	protein_coding
Tollip	protein_coding
Gm20501	bidirectional_promoter_lncRNA
Brsk2	protein_coding
Mir3104	miRNA
Mob2	protein_coding
Gm45630	TEC
Gm25416	snRNA
Dusp8	protein_coding
Gm32786	bidirectional_promoter_lncRNA
Gm45417	unprocessed_pseudogene
Gm45618	protein_coding
Gm39115	protein_coding
Gm45337	protein_coding
Gm25370	snoRNA
Gm29735	protein_coding
Gm4553	protein_coding
Krtap5-2	protein_coding
Gm10153	protein_coding
Krtap5-3	protein_coding
Gm7579	protein_coding
Gm19094	processed_pseudogene
Krtap5-5	protein_coding
Gm40460	protein_coding
Gm47762	unprocessed_pseudogene
Gm2431	unprocessed_pseudogene
Gm4559	protein_coding
Gm10013	unprocessed_pseudogene
Gm45889	lincRNA
Krtap5-1	protein_coding
Krtap5-4	protein_coding
Gm5054	processed_pseudogene
Ifitm10	protein_coding
Gm49369	protein_coding
Ctsd	protein_coding
Gm26143	snRNA
Syt8	protein_coding
Tnni2	protein_coding
Lsp1	protein_coding
Prr33	protein_coding
Tnnt3	protein_coding
Mrpl23	protein_coding
Nctc1	processed_transcript
H19	lincRNA
Gm27483	misc_RNA
Mir675	miRNA
Gm27786	misc_RNA
Gm33148	lincRNA
Igf2	protein_coding
Gm49394	protein_coding
Mir483	miRNA
Igf2os	antisense
Ins2	protein_coding
Gm7290	processed_pseudogene
Gm6471	lincRNA
Gm39117	lincRNA
Th	protein_coding
Ascl2	protein_coding
Tspan32os	antisense
Tspan32	protein_coding
R74862	processed_transcript
Cd81	protein_coding
Trpm5	protein_coding
Tssc4	protein_coding
Kcnq1	protein_coding
Gm38321	TEC
Gm37235	TEC
Gm28821	antisense
Kcnq1ot1	antisense
Gm27395	misc_RNA
Gm27389	misc_RNA
Gm27803	misc_RNA
Gm27539	misc_RNA
Gm37364	TEC
4933417O13Rik	antisense
Gm38095	TEC
Gm38065	TEC
Gm27901	misc_RNA
Cdkn1c	protein_coding
Gm44732	antisense
Slc22a18	protein_coding
Phlda2	protein_coding
Nap1l4	protein_coding
Gm23297	snoRNA
Cars	protein_coding
Mir7064	miRNA
Gm15580	processed_pseudogene
Gm15579	antisense
Tnfrsf26	protein_coding
E230032D23Rik	antisense
Tnfrsf22	protein_coding
Tnfrsf23	protein_coding
Osbpl5	protein_coding
Mrgprg	protein_coding
Gm44998	TEC
Mrgpre	protein_coding
Gm22064	miRNA
Nadsyn1	protein_coding
Dhcr7	protein_coding
Acte1	protein_coding
Mir6404	miRNA
Shank2	protein_coding
Mir3105	miRNA
Gm44999	TEC
Gm14372	antisense
Cttn	protein_coding
Gm14376	sense_intronic
Ppfia1	protein_coding
Faddos	antisense
Fadd	protein_coding
Ano1	protein_coding
Gm44930	antisense
Gm10152	TEC
Gm44929	lincRNA
Gm34964	lincRNA
Gm9711	processed_pseudogene
Fgf3	protein_coding
Fgf4	protein_coding
Gm26793	antisense
Fgf15	protein_coding
Gm39119	antisense
Bc1	lincRNA
LTO1	protein_coding
Ccnd1	protein_coding
Gm45181	lincRNA
Tpcn2	protein_coding
Smim38	protein_coding
Mrgprf	protein_coding
Mrgprd	protein_coding
Gm44634	unprocessed_pseudogene
Gm7346	unprocessed_pseudogene
Gm25775	miRNA
Gm18210	processed_pseudogene
Insr	protein_coding
Vmn2r-ps88	unprocessed_pseudogene
Gm16180	antisense
Arhgef18	protein_coding
Pex11g	protein_coding
Gm44775	TEC
Tex45	protein_coding
Zfp358	protein_coding
Mcoln1	protein_coding
Pnpla6	protein_coding
Rps23rg1	protein_coding
Rps23-ps2	processed_pseudogene
Camsap3	protein_coding
Xab2	protein_coding
Gm22204	misc_RNA
Pet100	protein_coding
Pcp2	protein_coding
Stxbp2	protein_coding
Retn	protein_coding
Gm44776	processed_pseudogene
Mcemp1	protein_coding
Fcor	protein_coding
Gm39121	lincRNA
Gm45231	antisense
Trappc5	protein_coding
Fcer2a	protein_coding
Clec4g	protein_coding
Gm16553	antisense
Gm23886	misc_RNA
Cd209a	protein_coding
Gm24934	miRNA
Rprl3	ribozyme
Gm7381	processed_pseudogene
Cd209e	protein_coding
Cd209d	protein_coding
Cd209b	protein_coding
Cd209c	protein_coding
Gm7389	processed_pseudogene
Gm45048	processed_pseudogene
Gm7397	unprocessed_pseudogene
Gm45049	processed_pseudogene
Gm7407	processed_pseudogene
Gm16589	processed_pseudogene
Cd209f	protein_coding
Gm23888	misc_RNA
Cd209g	protein_coding
4932443L11Rik	antisense
Evi5l	protein_coding
Prr36	protein_coding
Lrrc8e	protein_coding
Map2k7	protein_coding
Gm49320	protein_coding
Tgfbr3l	protein_coding
Snapc2	protein_coding
Ctxn1	protein_coding
Timm44	protein_coding
Gm26102	misc_RNA
Elavl1	protein_coding
Ccl25	protein_coding
Gm44869	processed_pseudogene
Gm45118	unprocessed_pseudogene
Gm7434	processed_pseudogene
Gm45117	TEC
Gm6070	processed_pseudogene
Cers4	protein_coding
Gm36956	TEC
Vmn2r-ps89	unprocessed_pseudogene
Zfp958	protein_coding
Gm7451	processed_pseudogene
Gm45224	processed_pseudogene
Gm7461	TEC
Gm6410	lincRNA
Gm2676	processed_pseudogene
Gm44959	unprocessed_pseudogene
Shcbp1	protein_coding
Gm6334	processed_pseudogene
Gm44960	unprocessed_pseudogene
Gm9457	processed_pseudogene
Gm44961	processed_pseudogene
Rpl21-ps14	processed_pseudogene
n-R5s93	rRNA
Gm5739	processed_pseudogene
Slc10a2	protein_coding
Gm5605	processed_pseudogene
n-R5s94	rRNA
Gm44693	lincRNA
Gm6426	processed_pseudogene
Gpi-ps	processed_pseudogene
Gm22565	miRNA
Gm2734	processed_pseudogene
Gm44843	TEC
Gm44842	TEC
Gm24288	snoRNA
Gm44844	processed_pseudogene
Gm44909	processed_pseudogene
Gm7506	processed_pseudogene
Gm44911	processed_pseudogene
Gm44910	processed_pseudogene
Gm44908	processed_pseudogene
Gm17215	lincRNA
Gm26427	snRNA
Gm30954	lincRNA
Gm27585	misc_RNA
Gm27545	misc_RNA
Gm25169	snoRNA
Gm28262	processed_transcript
Gm45160	TEC
Gm31135	lincRNA
Gm31401	lincRNA
Gm45076	lincRNA
A630009H07Rik	lincRNA
Gm31343	lincRNA
Gm2448	processed_pseudogene
D530014G21Rik	lincRNA
Gm31463	lincRNA
Gm45075	lincRNA
Efnb2	protein_coding
E230020D15Rik	TEC
Gm45074	TEC
Gm45073	TEC
4921522P10Rik	lincRNA
Arglu1	protein_coding
Mir7654	miRNA
Gm18393	processed_pseudogene
Gm44621	lincRNA
Gm44626	lincRNA
Gm44622	lincRNA
Gm44515	lincRNA
4933430N04Rik	processed_transcript
4930453L07Rik	lincRNA
Gm44516	lincRNA
Gm39128	lincRNA
Fam155a	protein_coding
Gm44542	TEC
Gm44541	TEC
Gm44518	TEC
4930435N07Rik	TEC
n-R5s95	rRNA
Gm44797	TEC
Gm44800	TEC
Gm44801	TEC
Gm44798	TEC
Gm44799	TEC
2900027M19Rik	TEC
Gm44802	TEC
Gm47312	miRNA
Gm44761	lincRNA
Gm10217	protein_coding
Gm10067	lincRNA
Lig4	protein_coding
Abhd13	protein_coding
Tnfsf13b	protein_coding
Gm44789	TEC
Gm44788	lincRNA
Myo16	protein_coding
5330413D20Rik	lincRNA
Gm44786	lincRNA
Gm44785	lincRNA
Gm44784	lincRNA
Gm45045	lincRNA
Gm39129	lincRNA
Rps16-ps3	processed_pseudogene
Gm32540	lincRNA
B930025P03Rik	lincRNA
Gm45044	lincRNA
Gm2814	lincRNA
4833411C07Rik	processed_transcript
3930402G23Rik	lincRNA
Gm45042	processed_pseudogene
Gm44955	lincRNA
Gm44956	lincRNA
Irs2	protein_coding
9530052E02Rik	processed_transcript
B830042I05Rik	lincRNA
Gm44714	lincRNA
Gm44717	lincRNA
Gm15418	antisense
Col4a1	protein_coding
Gm44716	TEC
Col4a2	protein_coding
Gm15419	antisense
Rab20	protein_coding
Gm20100	TEC
E230013L22Rik	bidirectional_promoter_lncRNA
Naxd	protein_coding
Cars2	protein_coding
Ing1	protein_coding
Ankrd10	protein_coding
Mir7238	miRNA
Gm45592	TEC
1700016D06Rik	protein_coding
Gm7562	TEC
4930465I24Rik	antisense
Gm7600	processed_pseudogene
Gm6524	processed_pseudogene
Gm27854	misc_RNA
1700128E19Rik	lincRNA
Gm45420	processed_pseudogene
Arhgef7	protein_coding
Gm18991	processed_pseudogene
Gm15875	bidirectional_promoter_lncRNA
Tex29	protein_coding
Gm39132	lincRNA
Gm45680	lincRNA
B020031H02Rik	lincRNA
A230072I06Rik	protein_coding
Gm29175	lincRNA
Gm33175	lincRNA
Gm22207	misc_RNA
Sox1ot	sense_overlapping
Gm45560	TEC
Sox1	protein_coding
Gm25239	miRNA
Gm33326	lincRNA
4933439N14Rik	lincRNA
D630011A20Rik	bidirectional_promoter_lncRNA
Spaca7	protein_coding
Tubgcp3	protein_coding
Gm26483	miRNA
4931415C17Rik	processed_transcript
Gm15348	lincRNA
Atp11a	protein_coding
Gm15350	antisense
Gm15347	antisense
Mcf2l	protein_coding
Gm15353	antisense
Gm15351	antisense
Gm38671	miRNA
Gm15349	processed_pseudogene
Gm15352	processed_pseudogene
F7	protein_coding
F10	protein_coding
Proz	protein_coding
Gm17023	antisense
Pcid2	protein_coding
Gm17022	processed_pseudogene
Cul4a	protein_coding
Mir7065	miRNA
Lamp1	protein_coding
Grtp1	protein_coding
Mir1968	miRNA
2810030D12Rik	bidirectional_promoter_lncRNA
Adprhl1	protein_coding
Dcun1d2	protein_coding
E330037G11Rik	TEC
Gm25014	snRNA
9530085L11Rik	TEC
Tmco3	protein_coding
Tfdp1	protein_coding
Atp4b	protein_coding
Gm45410	TEC
Grk1	protein_coding
Tmem255b	protein_coding
Gas6	protein_coding
Gm5608	lincRNA
1700029H14Rik	protein_coding
Rasa3	protein_coding
Cfap97d2	protein_coding
Gm7669	processed_pseudogene
Cdc16	protein_coding
Upf3a	protein_coding
AF366264	protein_coding
Champ1	protein_coding
Gm47277	miRNA
Gm24698	snoRNA
Coprs	protein_coding
Gm7676	processed_pseudogene
Fbxo25	protein_coding
Tdrp	protein_coding
Gm5907	lincRNA
Erich1	protein_coding
Gm45520	TEC
Gm10699	TEC
Dlgap2	protein_coding
Gm3160	processed_pseudogene
Gm26184	snoRNA
Gm44347	miRNA
C030037F17Rik	antisense
Cln8	protein_coding
Arhgef10	protein_coding
Gm16350	antisense
Kbtbd11	protein_coding
5830468F06Rik	antisense
Gm37844	TEC
BB014433	protein_coding
Gm45276	TEC
Gm45274	lincRNA
Myom2	protein_coding
Gm15678	processed_pseudogene
Gm7706	lincRNA
Gm45271	lincRNA
Gm24231	snoRNA
Gm35392	lincRNA
Gm24222	rRNA
Gm25871	miRNA
Gm25255	miRNA
Gm45678	processed_pseudogene
Gm45677	TEC
Gm35453	lincRNA
Gm45676	lincRNA
Gm45408	lincRNA
Gm45675	TEC
Gm7128	processed_pseudogene
Csmd1	protein_coding
Mir3106	miRNA
Gm16346	antisense
Gm16347	antisense
Gm45393	TEC
Gm45394	TEC
Gm25278	snoRNA
3110080E11Rik	TEC
Gm25665	snoRNA
1700014L14Rik	lincRNA
Gm24469	snoRNA
Mcph1	protein_coding
Gm25763	snoRNA
Gm16725	antisense
Gm17149	processed_pseudogene
Angpt2	protein_coding
Agpat5	protein_coding
Gm45493	TEC
Gm35934	antisense
Gm45770	processed_pseudogene
Xkr5	protein_coding
Gm22551	snoRNA
Defb40	protein_coding
Defb37	protein_coding
Defb38	protein_coding
Gm15366	processed_pseudogene
Defb39	protein_coding
Defb12	protein_coding
Defb34	protein_coding
Spag11b	protein_coding
Gm45826	protein_coding
Spag11a	protein_coding
Gm39139	lincRNA
Defb14	protein_coding
Defb4	protein_coding
Defa-ps12	unprocessed_pseudogene
Defb6	protein_coding
Defb46	protein_coding
Defb5	protein_coding
Gm15357	unprocessed_pseudogene
Defb3	protein_coding
Defa-ps13	transcribed_processed_pseudogene
Defa-ps14	unprocessed_pseudogene
Defb8	protein_coding
Defa-ps15	unprocessed_pseudogene
Rpl19-ps11	processed_pseudogene
Gm27288	miRNA
Defb7	protein_coding
Gm15358	processed_pseudogene
Gm27852	miRNA
Gm16425	processed_pseudogene
Selenot-ps	processed_pseudogene
Gm35998	lincRNA
Gm6483	unprocessed_pseudogene
Gm7760	processed_pseudogene
4930467E23Rik	protein_coding
Gm10060	processed_pseudogene
Gm31371	protein_coding
Gm20786	processed_pseudogene
Gm40466	unprocessed_pseudogene
Gm45754	processed_pseudogene
Gm20778	unprocessed_pseudogene
Gm21769	processed_pseudogene
Gm21811	unprocessed_pseudogene
6820431F20Rik	transcribed_unprocessed_pseudogene
Gm15319	protein_coding
Gm7807	processed_pseudogene
2610005L07Rik	transcribed_unprocessed_pseudogene
Gm21182	processed_pseudogene
Gm21092	unprocessed_pseudogene
Gm21112	processed_pseudogene
Gm21119	protein_coding
Gm20946	unprocessed_pseudogene
Gm20797	unprocessed_pseudogene
Gm20945	processed_pseudogene
Gm20796	processed_pseudogene
Defb33	protein_coding
Gm15056	protein_coding
Gm6040	protein_coding
AY761185	protein_coding
Defa21	protein_coding
Gm23142	snRNA
Defa23	protein_coding
Defa35	protein_coding
Defa-ps3	unprocessed_pseudogene
Defa25	protein_coding
Gm6689	processed_pseudogene
Defa38	protein_coding
Gm24568	snoRNA
Gm2869	processed_pseudogene
Defa-ps4	unprocessed_pseudogene
Defa30	protein_coding
Defa22	protein_coding
Gm26240	snRNA
Defa31	protein_coding
Defa41	protein_coding
Defa-ps5	unprocessed_pseudogene
Defa-ps6	unprocessed_pseudogene
Defa-ps7	unprocessed_pseudogene
Gm15303	processed_pseudogene
Defa40	protein_coding
Defa-ps8	unprocessed_pseudogene
Defa3	protein_coding
Defa5	protein_coding
Gm15300	unprocessed_pseudogene
Defa27	protein_coding
Defa29	protein_coding
Gm23561	snoRNA
Gm15302	processed_pseudogene
Defa-ps16	unprocessed_pseudogene
Defa2	protein_coding
Defa33	protein_coding
Defa36	protein_coding
Gm15305	unprocessed_pseudogene
Defa-ps18	unprocessed_pseudogene
Gm15309	processed_pseudogene
Defa42	protein_coding
Gm23568	snoRNA
Gm15304	processed_pseudogene
Defa-ps17	unprocessed_pseudogene
Defa20	protein_coding
Defa32	protein_coding
Gm24423	snRNA
Defa37	protein_coding
Gm15311	unprocessed_pseudogene
Defa28	protein_coding
Gm15312	processed_pseudogene
Defa43	protein_coding
Gm24829	snoRNA
Gm15314	processed_pseudogene
Defa26	protein_coding
Gm15313	unprocessed_pseudogene
Defa17	protein_coding
Defa34	protein_coding
Defa-ps9	unprocessed_pseudogene
Defa-ps1	unprocessed_pseudogene
Defa39	protein_coding
Gm22447	snoRNA
Gm7869	processed_pseudogene
Defa-ps10	unprocessed_pseudogene
Defa24	protein_coding
Defa-ps11	unprocessed_pseudogene
Defb1	protein_coding
Gm15316	processed_pseudogene
Defb50	protein_coding
Defb2	protein_coding
Defb10	protein_coding
Defb9	protein_coding
Defb11	protein_coding
Gm36879	antisense
Defb15	protein_coding
Gm45796	unprocessed_pseudogene
Defb35	protein_coding
Defb13	protein_coding
Fam90a1a	protein_coding
Ccdc70	protein_coding
Atp7b	protein_coding
Alg11	protein_coding
Nek5	protein_coding
Nek3	protein_coding
Ckap2	protein_coding
Vps36	protein_coding
Thsd1	protein_coding
Rpl30-ps2	processed_pseudogene
Tpte	protein_coding
Slc25a15	protein_coding
1810012K16Rik	lincRNA
Gm45452	processed_pseudogene
Gm6009	processed_pseudogene
Gm45453	TEC
Mrps31	protein_coding
Smim19	protein_coding
Slc20a2	protein_coding
Gm17491	sense_intronic
Vdac3	protein_coding
Dkk4	protein_coding
Polb	protein_coding
Ikbkb	protein_coding
Gm15346	antisense
Plat	protein_coding
Ap3m2	protein_coding
1700041G16Rik	lincRNA
Gm24735	snRNA
Kat6a	protein_coding
Gm45555	TEC
Gm10043	processed_pseudogene
Ank1	protein_coding
Gm44365	miRNA
Gm15815	processed_pseudogene
Gm15816	antisense
Mir486	miRNA
Mir3107	miRNA
Nkx6-3	protein_coding
Gpat4	protein_coding
B230112G18Rik	TEC
Gins4	protein_coding
Golga7	protein_coding
Gm45412	TEC
Gm24335	snoRNA
Sfrp1	protein_coding
Zmat4	protein_coding
Gm45165	TEC
Gm45166	TEC
A730045E13Rik	lincRNA
Gm45163	lincRNA
Gm45164	lincRNA
Gm30692	lincRNA
Gm26714	antisense
Tcim	protein_coding
Gm44620	TEC
9130214F15Rik	TEC
Ido2	protein_coding
Ido1	protein_coding
Adam18	protein_coding
Adam3	protein_coding
Gm26208	snoRNA
Gm45528	TEC
Adam5	protein_coding
Adam32	protein_coding
Gm23898	snRNA
Adam9	protein_coding
Tm2d2	protein_coding
Htra4	protein_coding
Gm16933	lincRNA
Plekha2	protein_coding
5830408C22Rik	processed_transcript
Gm45745	TEC
Tacc1	protein_coding
Mir8108	miRNA
5430421F17Rik	lincRNA
Gm39147	transcribed_processed_pseudogene
Gm30978	lincRNA
Gm45237	lincRNA
Gm45238	lincRNA
Gm10689	processed_pseudogene
Gm31045	lincRNA
Fgfr1	protein_coding
Gm16159	antisense
Letm2	protein_coding
Gm45570	sense_intronic
D830025C05Rik	antisense
Nsd3	protein_coding
Gm23184	snoRNA
Gm24992	snoRNA
Gm23094	misc_RNA
Gm45343	TEC
Gm45342	TEC
Plpp5	protein_coding
Ddhd2	protein_coding
6430710M23Rik	TEC
Gm17484	lincRNA
Bag4	protein_coding
Lsm1	protein_coding
Star	protein_coding
Ash2l	protein_coding
Kcnu1	protein_coding
Hgsnat	protein_coding
Pomk	protein_coding
Fnta	protein_coding
Hook3	protein_coding
Gm45411	antisense
Gm45413	TEC
1700047A11Rik	antisense
Rnf170	protein_coding
Gm45692	protein_coding
Gm45251	TEC
Gm45250	lincRNA
Thap1	protein_coding
Gm44299	miRNA
Gm50479	unprocessed_pseudogene
Gm22227	misc_RNA
Gm45305	lincRNA
Gm31727	lincRNA
Gm31784	lincRNA
Gm45307	lincRNA
Gm31898	lincRNA
Gm45580	lincRNA
Gm31983	lincRNA
Gm39149	lincRNA
Gm32050	lincRNA
Gm45584	lincRNA
Gm32098	lincRNA
Gm45646	lincRNA
Gm45647	processed_pseudogene
2310008N11Rik	lincRNA
Gm45572	lincRNA
Zfp703	protein_coding
Gm45371	antisense
Gm45370	lincRNA
Gm32389	lincRNA
Gm19164	processed_pseudogene
Erlin2	protein_coding
Proscos	antisense
Plpbp	protein_coding
Adgra2	protein_coding
Brf2	protein_coding
Rab11fip1	protein_coding
4933416M07Rik	antisense
Gm45267	antisense
Gm45266	TEC
Got1l1	protein_coding
Adrb3	protein_coding
Gm45470	antisense
Eif4ebp1	protein_coding
5430430B14Rik	TEC
Gm9731	processed_pseudogene
Tex24	protein_coding
Chrnb3	protein_coding
Chrna6	protein_coding
Gm24410	snRNA
Gm45861	protein_coding
Poteg	protein_coding
Gm1698	lincRNA
Gm44493	miRNA
Gm24202	snRNA
Gm45751	TEC
Gm8096	processed_pseudogene
1700008N11Rik	lincRNA
Gm8100	processed_pseudogene
Gm8110	lincRNA
Gm45571	lincRNA
Gm26795	lincRNA
Unc5d	protein_coding
Gm9911	TEC
Gm45652	TEC
Svet1	TEC
Gm32567	lincRNA
Nudc-ps1	processed_pseudogene
Gm45492	processed_pseudogene
Gm39154	lincRNA
Gm6853	transcribed_unprocessed_pseudogene
Gm45490	lincRNA
Gm45489	lincRNA
4933433F19Rik	lincRNA
Gm45252	processed_pseudogene
Dusp26	protein_coding
Rnf122	protein_coding
Snord13	snoRNA
Tti2	protein_coding
Mak16	protein_coding
Fut10	protein_coding
Gm8051	processed_pseudogene
Gm8168	processed_pseudogene
7420700N18Rik	lincRNA
Gm19096	processed_pseudogene
AC132410.1	processed_pseudogene
Gm45303	lincRNA
Gm23539	misc_RNA
Gm45304	lincRNA
Gm24184	misc_RNA
Gm5117	processed_pseudogene
Nrg1	protein_coding
AC132407.1	protein_coding
Gm22140	snRNA
Gm3985	lincRNA
Gm45587	lincRNA
Gm6877	processed_pseudogene
Wrn	protein_coding
Purg	protein_coding
Hmgb1-rs17	unprocessed_pseudogene
Tex15	protein_coding
Ppp2cb	protein_coding
Ubxn8	protein_coding
Gsr	protein_coding
Gm24727	snoRNA
1700104B16Rik	lincRNA
Gtf2e2	protein_coding
Smim18	protein_coding
Rbpms	protein_coding
Gm26632	antisense
Gm26978	sense_intronic
Gm45817	TEC
Gm39157	lincRNA
Gm9951	lincRNA
Dctn6	protein_coding
Gm10131	protein_coding
Mboat4	protein_coding
Gm39158	antisense
Leprotl1	protein_coding
Gm45269	processed_pseudogene
Saraf	protein_coding
Mir6395	miRNA
Gm29243	lincRNA
Gm23177	miRNA
Gm6100	processed_pseudogene
Gm8254	processed_pseudogene
Gm4889	processed_pseudogene
Gm45350	lincRNA
Gm33831	lincRNA
Gm45349	lincRNA
Gm8268	processed_pseudogene
Gm33968	lincRNA
B930018H19Rik	lincRNA
Gm34096	lincRNA
Gm45627	lincRNA
Dusp4	protein_coding
Tnks	protein_coding
Gm9939	bidirectional_promoter_lncRNA
Gm34368	lincRNA
Gm8291	processed_pseudogene
Gm34419	lincRNA
Rpl31-ps23	processed_pseudogene
Gm45626	processed_pseudogene
Gm45625	lincRNA
Gm34474	lincRNA
Gm34533	lincRNA
Gm34597	lincRNA
Gm45469	bidirectional_promoter_lncRNA
Ppp1r3b	protein_coding
Gm45301	lincRNA
Gm34853	lincRNA
Eri1	protein_coding
Gm16793	bidirectional_promoter_lncRNA
Mfhas1	protein_coding
1700015I17Rik	lincRNA
Gm35021	processed_transcript
Gm22216	rRNA
Gm44474	miRNA
Gm19410	protein_coding
Gm45566	processed_pseudogene
Cldn23	protein_coding
5430403N17Rik	lincRNA
Gm22030	miRNA
Rps12-ps24	processed_pseudogene
Prag1	protein_coding
Gm38414	lincRNA
Gm39164	lincRNA
4933430A20Rik	lincRNA
Gm35520	lincRNA
Lonrf1	protein_coding
Gm5787	processed_pseudogene
Gm26150	snRNA
Gm19140	processed_pseudogene
Trmt9b	protein_coding
Dlc1	protein_coding
G630064G18Rik	antisense
AI429214	protein_coding
Gm45690	processed_pseudogene
Gm10683	TEC
Gm8342	processed_pseudogene
Gm45524	lincRNA
Gm3433	unprocessed_pseudogene
Gm7319	processed_pseudogene
Gm45523	processed_pseudogene
Gm45522	processed_pseudogene
Gm25126	snRNA
Gm45368	lincRNA
Gm6203	processed_pseudogene
Gm45654	processed_pseudogene
Sgcz	protein_coding
Gm16205	processed_pseudogene
Gm16204	processed_pseudogene
Mir383	miRNA
Gm40493	antisense
AC163680.1	unprocessed_pseudogene
Gm23128	snoRNA
Gm23128	snoRNA
Tusc3	protein_coding
Gm20948	processed_pseudogene
Gm17766	processed_pseudogene
Gm45398	processed_pseudogene
Zfp148-ps1	processed_pseudogene
Gm6213	lincRNA
Gm18644	processed_pseudogene
Gm5609	processed_pseudogene
Msr1	protein_coding
Gm2033	processed_pseudogene
Gm7082	processed_pseudogene
Fgf20	protein_coding
Micu3	protein_coding
Mir7666	miRNA
Zdhhc2	protein_coding
Cnot7	protein_coding
Vps37a	protein_coding
Mtmr7	protein_coding
Adam24	protein_coding
Gm45660	processed_pseudogene
Gm8423	processed_pseudogene
Gm2080	processed_pseudogene
Gm5749	processed_pseudogene
Adam25	protein_coding
Gm8436	processed_pseudogene
Adam20	protein_coding
Adam39	protein_coding
Gm5345	processed_pseudogene
Slc7a2	protein_coding
Pdgfrl	protein_coding
Mtus1	protein_coding
B430010I23Rik	antisense
Gm16192	antisense
Gm16193	antisense
Fgl1	protein_coding
Gm16348	processed_transcript
Pcm1	protein_coding
Asah1	protein_coding
Frg1	protein_coding
Gapdh-ps14	processed_pseudogene
Smarce1-ps1	processed_pseudogene
2810404M03Rik	lincRNA
Hspd1-ps1	processed_pseudogene
Zfp353-ps	processed_pseudogene
Gm6180	processed_pseudogene
Gm23531	snoRNA
Gm26181	snRNA
Gm18414	processed_pseudogene
Gm45590	processed_pseudogene
Triml1	protein_coding
Gm6284	processed_pseudogene
Triml2	protein_coding
Gm2221	processed_pseudogene
Zfp42	protein_coding
Gm22986	snoRNA
Adam26b	protein_coding
Adam26a	protein_coding
Adam34l	protein_coding
Adam34	protein_coding
Gm5347	processed_pseudogene
Gm35629	processed_pseudogene
Gm45488	antisense
Gm6011	processed_pseudogene
Gm6303	processed_pseudogene
Gm45657	processed_pseudogene
Gm45658	processed_pseudogene
Gm45659	lincRNA
Gm24591	miRNA
Gm19855	processed_pseudogene
Gm37972	TEC
Gm26241	miRNA
Gm26089	rRNA
Gm9908	bidirectional_promoter_lncRNA
Fat1	protein_coding
Gm2366	antisense
AY512931	lincRNA
Mtnr1a	protein_coding
Gm30504	lincRNA
Gm6329	lincRNA
F11	protein_coding
Klkb1	protein_coding
Gm45753	protein_coding
Cyp4v3	protein_coding
Fam149a	protein_coding
Tlr3	protein_coding
Gm45542	antisense
